City,Colors,Shape,State,Time,Month,Day,Year
Chicago,RED,OVAL,IL,11/17/2009 9:00,11,17,2009
Death Valley,,OVAL,CA,11/17/2009 17:35,11,17,2009
West Lebanon,,,NH,11/17/2009 18:07,11,17,2009
Caledonia County,YELLOW,SPHERE,VT,11/17/2009 18:15,11,17,2009
Mindoro,,LIGHT,WI,11/17/2009 19:00,11,17,2009
Barre,ORANGE,LIGHT,VT,11/17/2009 19:30,11,17,2009
Mahanoy City,,,PA,11/17/2009 19:30,11,17,2009
York,,,PA,11/17/2009 21:30,11,17,2009
Manhattan,,OTHER,MT,11/17/2009 22:00,11,17,2009
Ridgecrest,,FIREBALL,CA,11/17/2009 23:05,11,17,2009
Las Vegas,,FLASH,NV,11/17/2009 23:14,11,17,2009
Salt Lake City,,,UT,11/17/2009 23:20,11,17,2009
West Jordan,,LIGHT,UT,11/18/2009 0:06,11,18,2009
Sandy,,FLASH,UT,11/18/2009 0:21,11,18,2009
Melbourne,,TRIANGLE,FL,11/18/2009 0:22,11,18,2009
Deleon,ORANGE,LIGHT,TX,11/18/2009 19:30,11,18,2009
Santo,,CIRCLE,TX,11/18/2009 19:33,11,18,2009
Vero Beach,,FORMATION,FL,11/18/2009 20:30,11,18,2009
Hope,,DIAMOND,AR,11/18/2009 20:54,11,18,2009
Erie,ORANGE,CIRCLE,PA,11/18/2009 23:00,11,18,2009
Fontana,,,CA,11/19/2009 2:00,11,19,2009
Unadilla,RED BLUE,CROSS,NY,11/19/2009 5:00,11,19,2009
Mesa,,LIGHT,AZ,11/19/2009 5:59,11,19,2009
Sidney,,LIGHT,TX,11/19/2009 17:00,11,19,2009
Fairlee,,CROSS,VT,11/19/2009 17:30,11,19,2009
Rushville,,,IL,11/19/2009 17:35,11,19,2009
Georgetown,RED,TRIANGLE,MA,11/19/2009 18:40,11,19,2009
Circle City,ORANGE,TRIANGLE,AZ,11/19/2009 18:45,11,19,2009
Okeechobee,ORANGE,LIGHT,FL,11/19/2009 19:40,11,19,2009
Carmel,,,CA,11/19/2009 21:09,11,19,2009
Morland to Hill City,,CIRCLE,KS,11/19/2009 23:00,11,19,2009
i-10e bound markers 2-65,,RECTANGLE,NM,11/20/2009 5:00,11,20,2009
Tucker,,OTHER,GA,11/20/2009 6:30,11,20,2009
Leavenworth,,SPHERE,KS,11/20/2009 13:00,11,20,2009
Santa Fe,,FORMATION,NM,11/20/2009 13:58,11,20,2009
Simi Valley,BLUE,CIRCLE,CA,11/20/2009 16:00,11,20,2009
Vista,,SPHERE,CA,11/20/2009 17:50,11,20,2009
Alligator Alley,,VARIOUS,FL,11/20/2009 19:20,11,20,2009
Holland,,SPHERE,PA,11/20/2009 21:30,11,20,2009
Nashville,,,TN,11/20/2009 23:30,11,20,2009
Tulsa,,CIRCLE,OK,11/21/2009 0:00,11,21,2009
Valdese,,TRIANGLE,NC,11/21/2009 6:00,11,21,2009
North Bergen,,LIGHT,NJ,11/21/2009 17:40,11,21,2009
New Rochelle,,FIREBALL,NY,11/21/2009 17:50,11,21,2009
Rumney,,LIGHT,NH,11/21/2009 18:00,11,21,2009
Pleasantville,,LIGHT,NJ,11/21/2009 22:45,11,21,2009
Old Eddyville,,,KY,11/22/2009 5:30,11,22,2009
Cape Coral,,CIRCLE,FL,11/22/2009 18:00,11,22,2009
Coatesville,YELLOW,,PA,11/22/2009 18:00,11,22,2009
Union City,,,CA,11/22/2009 18:45,11,22,2009
Wanaque,,LIGHT,NJ,11/22/2009 21:00,11,22,2009
San Bernardino,,FIREBALL,CA,11/22/2009 21:44,11,22,2009
Miami,,FLASH,FL,11/22/2009 23:00,11,22,2009
Champaign,,OVAL,IL,11/23/2009 1:00,11,23,2009
Kissimmee,ORANGE,LIGHT,FL,11/23/2009 1:50,11,23,2009
O'Fallon,RED,LIGHT,MO,11/23/2009 17:40,11,23,2009
Asheville,,LIGHT,NC,11/23/2009 18:25,11,23,2009
Bainbridge Island,,VARIOUS,WA,11/23/2009 22:20,11,23,2009
Cornell,,CIRCLE,WI,11/24/2009 0:30,11,24,2009
Tracy,RED BLUE,CHEVRON,CA,11/24/2009 6:15,11,24,2009
Wellsboro,GREEN,OTHER,PA,11/24/2009 18:00,11,24,2009
Ralleigh,RED,TRIANGLE,NC,11/24/2009 18:10,11,24,2009
Jim Thorpe,,LIGHT,PA,11/24/2009 18:30,11,24,2009
Ft. Campbell,RED YELLOW,LIGHT,KY,11/24/2009 18:40,11,24,2009
Lyman,,LIGHT,SC,11/24/2009 18:45,11,24,2009
Garrison,ORANGE,OVAL,ND,11/24/2009 19:45,11,24,2009
Miami,,,FL,11/24/2009 20:20,11,24,2009
Cordova,,TRIANGLE,TN,11/24/2009 21:39,11,24,2009
Canoga Park,,OTHER,CA,11/24/2009 23:02,11,24,2009
Long Beach,,SPHERE,CA,11/25/2009 16:25,11,25,2009
Lake Forest,,FORMATION,CA,11/25/2009 17:33,11,25,2009
Berkeley,,OTHER,CA,11/25/2009 17:50,11,25,2009
Chinle,,OTHER,AZ,11/25/2009 17:55,11,25,2009
Gray,,LIGHT,TN,11/25/2009 18:00,11,25,2009
Sacramento,RED,LIGHT,CA,11/25/2009 18:00,11,25,2009
Taylors,,,SC,11/25/2009 18:15,11,25,2009
Baldwin Park,,LIGHT,CA,11/25/2009 18:28,11,25,2009
Lakewood,,LIGHT,CA,11/25/2009 18:30,11,25,2009
Hopewell,,LIGHT,VA,11/25/2009 19:00,11,25,2009
San Diego,,FLASH,CA,11/25/2009 20:15,11,25,2009
Covington,,CIRCLE,LA,11/25/2009 21:10,11,25,2009
Ventura,,CHEVRON,CA,11/25/2009 22:45,11,25,2009
San Bruno,RED,FIREBALL,CA,11/25/2009 23:00,11,25,2009
Dallas,GREEN,LIGHT,TX,11/26/2009 0:00,11,26,2009
Pebble Beach,,DISK,CA,11/26/2009 6:25,11,26,2009
Venice,,VARIOUS,CA,11/26/2009 15:00,11,26,2009
Spring Lake Park,,SPHERE,MN,11/26/2009 17:00,11,26,2009
Crystal,,LIGHT,NM,11/26/2009 17:30,11,26,2009
Pueblo,,TRIANGLE,CO,11/26/2009 17:45,11,26,2009
Shenandoah,,LIGHT,IA,11/26/2009 18:00,11,26,2009
Stringer,,LIGHT,MS,11/26/2009 18:00,11,26,2009
Bronxville,,LIGHT,NY,11/26/2009 18:30,11,26,2009
Normantown,,,WV,11/26/2009 18:30,11,26,2009
Lake Toxaway,,,NC,11/26/2009 19:00,11,26,2009
Mesa,,FIREBALL,AZ,11/26/2009 19:40,11,26,2009
Chicago,RED,TEARDROP,IL,11/26/2009 20:00,11,26,2009
Lehigh,,LIGHT,FL,11/26/2009 22:00,11,26,2009
Colorado Springs,,TRIANGLE,CO,11/26/2009 22:20,11,26,2009
Dallas,,FIREBALL,TX,11/27/2009 0:01,11,27,2009
Weaverville,,LIGHT,CA,11/27/2009 5:30,11,27,2009
Modesto,,DIAMOND,CA,11/27/2009 12:51,11,27,2009
Chadds Ford,,TRIANGLE,PA,11/27/2009 18:00,11,27,2009
San Diego,GREEN BLUE,CHEVRON,CA,11/27/2009 18:00,11,27,2009
Lewes,,OTHER,DE,11/27/2009 18:59,11,27,2009
Washington,,FLASH,AR,11/27/2009 19:37,11,27,2009
Winchester,,LIGHT,VA,11/27/2009 22:00,11,27,2009
Noble,,OVAL,OK,11/28/2009 2:15,11,28,2009
Hazelwood,,FIREBALL,MO,11/28/2009 2:30,11,28,2009
Mandeville,,TRIANGLE,LA,11/28/2009 5:30,11,28,2009
Spring Lake Park,,SPHERE,MN,11/28/2009 6:45,11,28,2009
Pensacola,,CIRCLE,FL,11/28/2009 18:00,11,28,2009
Modesto,,FLASH,CA,11/28/2009 21:51,11,28,2009
Petersburg,,TRIANGLE,IL,11/28/2009 22:50,11,28,2009
Petersburg,,TRIANGLE,IL,11/28/2009 22:52,11,28,2009
Petersburg,ORANGE,TRIANGLE,IL,11/28/2009 22:52,11,28,2009
Ferndale,,VARIOUS,WA,11/29/2009 22:30,11,29,2009
Burnsville,,CHEVRON,MN,11/29/2009 23:59,11,29,2009
Hiawassee,,LIGHT,GA,11/30/2009 3:00,11,30,2009
Cumberland to Freeport area,,OTHER,ME,11/30/2009 19:30,11,30,2009
Alamogordo,ORANGE,SPHERE,NM,11/30/2009 20:51,11,30,2009
Tucson,,TRIANGLE,AZ,11/30/2009 21:00,11,30,2009
Gardnerville,,,NV,11/30/2009 22:15,11,30,2009
Litha,,FIREBALL,FL,11/30/2009 23:30,11,30,2009
Mesa,RED,DISK,AZ,12/1/2009 0:23,12,1,2009
Bloomington,,FIREBALL,IN,12/1/2009 0:45,12,1,2009
Monmouth,,DISK,OR,12/1/2009 2:00,12,1,2009
Woodbridge,,RECTANGLE,NJ,12/1/2009 3:00,12,1,2009
Holland,,TRIANGLE,OH,12/1/2009 3:05,12,1,2009
Sartell,,LIGHT,MN,12/1/2009 5:50,12,1,2009
Miami,,OVAL,FL,12/1/2009 7:00,12,1,2009
Kaktovik,,LIGHT,AK,12/1/2009 16:00,12,1,2009
Salem,,FIREBALL,MO,12/1/2009 18:40,12,1,2009
Fremont,,TRIANGLE,CA,12/1/2009 18:42,12,1,2009
Salem,ORANGE,FIREBALL,MO,12/1/2009 18:45,12,1,2009
Lexington,RED,FLASH,IN,12/1/2009 19:00,12,1,2009
Taneytown,,OTHER,MD,12/1/2009 19:00,12,1,2009
Taneytown,,OTHER,MD,12/1/2009 19:00,12,1,2009
Boulder,,OVAL,CO,12/1/2009 20:00,12,1,2009
Lockport,,LIGHT,IL,12/1/2009 20:30,12,1,2009
Lake Wales,ORANGE,TRIANGLE,FL,12/1/2009 21:30,12,1,2009
Fresno,,LIGHT,CA,12/1/2009 22:00,12,1,2009
Napa,,LIGHT,CA,12/1/2009 22:55,12,1,2009
Blanchard,,LIGHT,MI,12/1/2009 23:00,12,1,2009
Torrance,RED,TRIANGLE,CA,12/2/2009 0:00,12,2,2009
Iota,,LIGHT,LA,12/2/2009 2:00,12,2,2009
Mt. Rainier National Park,,OTHER,WA,12/2/2009 3:19,12,2,2009
Seattle,,FIREBALL,WA,12/2/2009 3:24,12,2,2009
Terre Haute,,LIGHT,IN,12/2/2009 6:35,12,2,2009
Grass Valley,YELLOW,DISK,CA,12/2/2009 10:30,12,2,2009
San Dimas,,OVAL,CA,12/2/2009 18:30,12,2,2009
Harrisonburg,,FORMATION,VA,12/2/2009 19:00,12,2,2009
Wickenburg,ORANGE,CIGAR,AZ,12/2/2009 20:45,12,2,2009
Conover,,LIGHT,NC,12/2/2009 21:00,12,2,2009
Fort Greely,,TRIANGLE,AK,12/2/2009 21:20,12,2,2009
Tucson,,CIRCLE,AZ,12/2/2009 23:00,12,2,2009
St. George,,LIGHT,UT,12/3/2009 6:30,12,3,2009
North Port,,,FL,12/3/2009 13:22,12,3,2009
North Port,,,FL,12/3/2009 13:22,12,3,2009
Puyallup,ORANGE,SPHERE,WA,12/3/2009 17:30,12,3,2009
Montgomery,,CROSS,NY,12/3/2009 18:00,12,3,2009
Bartlett,,LIGHT,IL,12/3/2009 20:35,12,3,2009
Vero Beach,,LIGHT,FL,12/3/2009 21:00,12,3,2009
Vassalboro,,LIGHT,ME,12/4/2009 4:50,12,4,2009
Alexandria,,TRIANGLE,KY,12/4/2009 5:00,12,4,2009
Conway,,LIGHT,NH,12/4/2009 8:04,12,4,2009
Heidelburg,,TRIANGLE,MS,12/4/2009 17:30,12,4,2009
Parksley,,TRIANGLE,VA,12/4/2009 17:45,12,4,2009
McMurray,,CYLINDER,PA,12/4/2009 17:50,12,4,2009
Buffalo,,LIGHT,NY,12/4/2009 18:00,12,4,2009
Canfield,,CIRCLE,OH,12/4/2009 20:00,12,4,2009
Woodsville,,TRIANGLE,NH,12/4/2009 20:00,12,4,2009
Youngstown,,FORMATION,OH,12/4/2009 20:45,12,4,2009
Danville,,OVAL,VA,12/4/2009 22:00,12,4,2009
Hugo,ORANGE,,OK,12/5/2009 16:00,12,5,2009
Gifford,ORANGE,CIRCLE,IL,12/5/2009 17:30,12,5,2009
Temecula,,CIRCLE,CA,12/5/2009 18:45,12,5,2009
Phoenix,,LIGHT,AZ,12/5/2009 20:00,12,5,2009
Temecula,,CIRCLE,CA,12/5/2009 20:00,12,5,2009
Murray,,RECTANGLE,KY,12/5/2009 21:06,12,5,2009
Menifee,,CIRCLE,CA,12/5/2009 22:14,12,5,2009
Murrieta,,DISK,CA,12/6/2009 1:00,12,6,2009
Auburn,GREEN,,WA,12/6/2009 1:10,12,6,2009
Taylors,,OTHER,SC,12/6/2009 12:00,12,6,2009
Frankfort,,FORMATION,IL,12/6/2009 17:55,12,6,2009
Temecula,,DISK,CA,12/6/2009 18:40,12,6,2009
Preble,,LIGHT,NY,12/6/2009 18:57,12,6,2009
Honolulu,GREEN,LIGHT,HI,12/6/2009 19:30,12,6,2009
Mims,,LIGHT,FL,12/6/2009 20:45,12,6,2009
Key West,,OTHER,FL,12/7/2009 1:30,12,7,2009
Beaverton,,FORMATION,OR,12/7/2009 2:00,12,7,2009
Arizona or Colorano,,CIRCLE,AZ,12/7/2009 18:00,12,7,2009
Mineral,,OVAL,VA,12/7/2009 20:40,12,7,2009
Marathon,,FIREBALL,FL,12/7/2009 21:00,12,7,2009
Smiths Station,,DIAMOND,AL,12/7/2009 23:00,12,7,2009
Elmira,BLUE,VARIOUS,NY,12/8/2009 0:00,12,8,2009
Cape Fair,,RECTANGLE,MO,12/8/2009 19:00,12,8,2009
Newport Beach,,DISK,CA,12/8/2009 20:00,12,8,2009
Belton,,OTHER,TX,12/9/2009 18:25,12,9,2009
Lenzburg,,CIRCLE,IL,12/9/2009 19:20,12,9,2009
Lenzburg,BLUE,CIRCLE,IL,12/9/2009 19:20,12,9,2009
Buckeye,,LIGHT,AZ,12/9/2009 21:00,12,9,2009
Drums,,LIGHT,PA,12/9/2009 23:45,12,9,2009
Woodbridge,,OTHER,VA,12/10/2009 17:50,12,10,2009
Canon City,,FLASH,CO,12/10/2009 18:00,12,10,2009
Colorado Springs,,DISK,CO,12/10/2009 18:00,12,10,2009
Des Allemands,,SPHERE,LA,12/10/2009 19:27,12,10,2009
Wappingers Falls,,LIGHT,NY,12/10/2009 21:25,12,10,2009
Spring Hill,,DISK,TN,12/10/2009 22:00,12,10,2009
Chatham,,OVAL,VA,12/11/2009 1:00,12,11,2009
Inver Grove Heights,,FIREBALL,MN,12/11/2009 1:15,12,11,2009
Carlsbad,RED BLUE,LIGHT,CA,12/11/2009 2:50,12,11,2009
Hauppauge,,CIRCLE,NY,12/11/2009 5:50,12,11,2009
Spruce Pine,BLUE,CYLINDER,NC,12/11/2009 18:00,12,11,2009
Baton Rouge,,LIGHT,LA,12/11/2009 18:20,12,11,2009
Dexter,,OTHER,MI,12/11/2009 20:00,12,11,2009
Shreveport,ORANGE,,LA,12/11/2009 20:00,12,11,2009
Sewell,,LIGHT,NJ,12/11/2009 20:30,12,11,2009
Rockville,ORANGE,TRIANGLE,MD,12/11/2009 22:41,12,11,2009
St. Louis Park,,OVAL,MN,12/11/2009 23:00,12,11,2009
Towson,,SPHERE,MD,12/12/2009 2:10,12,12,2009
Oklahoma City,,OTHER,OK,12/12/2009 4:00,12,12,2009
Thornton,RED,TRIANGLE,CO,12/12/2009 4:00,12,12,2009
Cochranville,,FIREBALL,PA,12/12/2009 17:50,12,12,2009
Niantic,,LIGHT,CT,12/12/2009 17:50,12,12,2009
Mahwah,BLUE,FIREBALL,NJ,12/12/2009 17:51,12,12,2009
Middlesex,RED,,NY,12/12/2009 18:00,12,12,2009
Francestown,,CIRCLE,NH,12/12/2009 18:05,12,12,2009
Troy,,CIRCLE,IL,12/12/2009 18:10,12,12,2009
Latham,,TRIANGLE,NY,12/12/2009 18:28,12,12,2009
Daly City,,TRIANGLE,CA,12/12/2009 19:00,12,12,2009
Santa Monica,,FORMATION,CA,12/12/2009 21:30,12,12,2009
Media,,CIRCLE,PA,12/12/2009 22:00,12,12,2009
Pleasant Shade,,SPHERE,TN,12/12/2009 22:00,12,12,2009
Washington,GREEN,OVAL,NJ,12/12/2009 22:00,12,12,2009
Long Beach,,,CA,12/12/2009 22:30,12,12,2009
New York City,,CIRCLE,NY,12/12/2009 23:00,12,12,2009
Land O'Lakes,GREEN,LIGHT,FL,12/13/2009 0:49,12,13,2009
Aventura,,LIGHT,FL,12/13/2009 14:00,12,13,2009
West Covina,,TRIANGLE,CA,12/13/2009 17:15,12,13,2009
Fort Worth,,OTHER,TX,12/13/2009 22:45,12,13,2009
Ontario,,TRIANGLE,CA,12/13/2009 23:00,12,13,2009
West Babylon,GREEN,DISK,NY,12/13/2009 23:25,12,13,2009
San Carlos,,RECTANGLE,CA,12/14/2009 0:00,12,14,2009
Stratford,,CIRCLE,CT,12/14/2009 4:30,12,14,2009
Temecula,,,CA,12/14/2009 4:45,12,14,2009
Mendon,GREEN BLUE,,MA,12/14/2009 9:04,12,14,2009
New York City,,CROSS,NY,12/14/2009 20:30,12,14,2009
Walnut Springs,ORANGE,LIGHT,TX,12/14/2009 21:00,12,14,2009
Leavenworth,,CYLINDER,KS,12/14/2009 22:43,12,14,2009
Ashton,,FORMATION,NV,12/15/2009 6:44,12,15,2009
Overland Park,,,KS,12/15/2009 8:30,12,15,2009
Richland Hills,,TRIANGLE,TX,12/15/2009 12:23,12,15,2009
O'Fallon,,,MO,12/15/2009 18:15,12,15,2009
Tupelp,,LIGHT,MS,12/15/2009 18:15,12,15,2009
Huntington Beach,,VARIOUS,CA,12/15/2009 19:00,12,15,2009
Preston,,LIGHT,MD,12/15/2009 22:45,12,15,2009
Leakey,,OVAL,TX,12/16/2009 6:30,12,16,2009
Perris,,DISK,CA,12/16/2009 8:00,12,16,2009
New Freedom,BLUE,LIGHT,PA,12/16/2009 19:50,12,16,2009
Colton,,DISK,CA,12/16/2009 21:20,12,16,2009
Linden,,,NJ,12/17/2009 0:00,12,17,2009
Springerville,BLUE,FLASH,AZ,12/17/2009 5:00,12,17,2009
Berkeley,,LIGHT,CA,12/17/2009 20:00,12,17,2009
Colorado Springs,ORANGE,TRIANGLE,CO,12/17/2009 21:00,12,17,2009
Norton,,,MA,12/17/2009 21:00,12,17,2009
Ryland Heights,,OTHER,KY,12/17/2009 21:00,12,17,2009
Willington,,CIRCLE,CT,12/17/2009 21:00,12,17,2009
Partlow,,CIRCLE,VA,12/17/2009 22:24,12,17,2009
Norton,,,MA,12/18/2009 0:00,12,18,2009
Leggett,,OVAL,CA,12/18/2009 20:10,12,18,2009
Denver,,DISK,CO,12/18/2009 22:15,12,18,2009
Campbell,,,CA,12/19/2009 1:45,12,19,2009
Stanley,,SPHERE,NM,12/19/2009 18:00,12,19,2009
San Francisco,,CIRCLE,CA,12/19/2009 18:25,12,19,2009
Phoenix,,LIGHT,AZ,12/19/2009 19:15,12,19,2009
Sartell,,LIGHT,MN,12/20/2009 5:40,12,20,2009
Hollister,,DISK,CA,12/20/2009 5:45,12,20,2009
Carlsbad,RED BLUE,LIGHT,CA,12/20/2009 6:13,12,20,2009
Glen Allen,,,VA,12/20/2009 12:00,12,20,2009
Simi Valley,BLUE,CROSS,CA,12/20/2009 17:15,12,20,2009
Green Bay,GREEN,CIRCLE,WI,12/20/2009 17:20,12,20,2009
Chula Vista,,CIRCLE,CA,12/20/2009 18:30,12,20,2009
Salinas,,TRIANGLE,CA,12/20/2009 19:00,12,20,2009
Fullerton,,OTHER,CA,12/20/2009 21:00,12,20,2009
Stanley,,CIRCLE,NM,12/21/2009 0:00,12,21,2009
Bucksport,,TRIANGLE,ME,12/21/2009 15:30,12,21,2009
Delray Beach,,EGG,FL,12/21/2009 18:00,12,21,2009
Hampton Bays,,OTHER,NY,12/21/2009 19:50,12,21,2009
El Dorado,,EGG,AR,12/21/2009 21:00,12,21,2009
Vero Beach,,FIREBALL,FL,12/21/2009 21:30,12,21,2009
Bucksport,,TRIANGLE,ME,12/22/2009 16:00,12,22,2009
Jacobs Mill,,FORMATION,PA,12/22/2009 20:25,12,22,2009
Wellersburg,,LIGHT,PA,12/22/2009 21:00,12,22,2009
Lexington,,LIGHT,NC,12/22/2009 22:45,12,22,2009
Tacoma,,CIGAR,WA,12/23/2009 1:38,12,23,2009
Chico,,LIGHT,CA,12/23/2009 3:10,12,23,2009
Columbus,,OVAL,NJ,12/23/2009 15:20,12,23,2009
Burkeville,,OTHER,TX,12/23/2009 15:49,12,23,2009
Lancaster,,TRIANGLE,OH,12/23/2009 19:00,12,23,2009
Boston,,TRIANGLE,MA,12/23/2009 19:30,12,23,2009
Baton Rouge,,LIGHT,LA,12/23/2009 19:47,12,23,2009
Grafton,,CIRCLE,MA,12/23/2009 21:00,12,23,2009
Jewell County,,,KS,12/24/2009 0:00,12,24,2009
Fairfax,GREEN,OTHER,VA,12/24/2009 1:00,12,24,2009
Snohomish,,EGG,WA,12/24/2009 6:15,12,24,2009
Anaheim,,FORMATION,CA,12/24/2009 18:30,12,24,2009
Weymouth,RED,OTHER,MA,12/24/2009 21:00,12,24,2009
Phillips Ranch,,VARIOUS,CA,12/24/2009 23:35,12,24,2009
Downey,,CYLINDER,CA,12/25/2009 0:30,12,25,2009
Seabrook,YELLOW,,TX,12/25/2009 0:30,12,25,2009
Calhoun,,OVAL,GA,12/25/2009 1:00,12,25,2009
Los Gatos,,LIGHT,CA,12/25/2009 3:00,12,25,2009
Loudon,,CIRCLE,TN,12/25/2009 9:33,12,25,2009
Kelso,ORANGE,SPHERE,WA,12/25/2009 16:25,12,25,2009
Cleburne,,TRIANGLE,TX,12/25/2009 19:46,12,25,2009
Lonoke,,,AR,12/25/2009 21:00,12,25,2009
Riverside,,FORMATION,CA,12/26/2009 0:00,12,26,2009
Mico,,FORMATION,TX,12/26/2009 1:36,12,26,2009
Reno,,,NV,12/26/2009 6:15,12,26,2009
Pittsburgh,,,PA,12/26/2009 12:30,12,26,2009
Big Bend Park,,,TX,12/26/2009 13:02,12,26,2009
Tacoma,,LIGHT,WA,12/26/2009 16:35,12,26,2009
Vancouver,,LIGHT,WA,12/26/2009 16:35,12,26,2009
Bethel,RED,DISK,AK,12/26/2009 17:30,12,26,2009
Spring Grove,,RECTANGLE,PA,12/27/2009 5:45,12,27,2009
Spring Grove,,RECTANGLE,PA,12/27/2009 5:45,12,27,2009
Pembroke Pines,,LIGHT,FL,12/27/2009 18:11,12,27,2009
Honolulu,,CIRCLE,HI,12/27/2009 20:00,12,27,2009
Riverside,RED,DISK,CA,12/27/2009 22:00,12,27,2009
Mount Cobb,,CIRCLE,PA,12/28/2009 1:45,12,28,2009
Cherry Grove,,TRIANGLE,SC,12/28/2009 3:30,12,28,2009
Statesboro,,DISK,GA,12/28/2009 6:00,12,28,2009
Oak Harbor,,FIREBALL,WA,12/28/2009 18:00,12,28,2009
Rock Hill,,CHEVRON,SC,12/28/2009 20:37,12,28,2009
Temperence,,LIGHT,MI,12/29/2009 1:00,12,29,2009
New York City,,LIGHT,NY,12/29/2009 20:00,12,29,2009
Pine Level,,,AL,12/29/2009 20:15,12,29,2009
Columbia,,LIGHT,SC,12/29/2009 20:30,12,29,2009
Valdosta,GREEN,,GA,12/29/2009 20:40,12,29,2009
Durham,,FIREBALL,NC,12/29/2009 20:50,12,29,2009
Kittanning,,,PA,12/29/2009 21:00,12,29,2009
La Pine,,DISK,OR,12/29/2009 21:00,12,29,2009
Perryville,,CIRCLE,MD,12/29/2009 23:00,12,29,2009
Celebration,,TRIANGLE,FL,12/30/2009 0:15,12,30,2009
Meriden,,FIREBALL,CT,12/30/2009 6:20,12,30,2009
Gulf of Mexico,,OTHER,TX,12/30/2009 14:00,12,30,2009
Stanhope,,LIGHT,NJ,12/30/2009 19:00,12,30,2009
Boise,,LIGHT,ID,12/30/2009 21:04,12,30,2009
Lemon Grove,RED,CIRCLE,CA,12/31/2009 0:00,12,31,2009
Mexia,BLUE,EGG,TX,12/31/2009 5:21,12,31,2009
Spring Hill,YELLOW,DISK,TN,12/31/2009 9:30,12,31,2009
N. Hollywood,,CIGAR,CA,12/31/2009 10:30,12,31,2009
Denver,BLUE,TRIANGLE,CO,12/31/2009 21:00,12,31,2009
Mandeville,ORANGE,LIGHT,LA,12/31/2009 21:00,12,31,2009
Slidell,,SPHERE,LA,12/31/2009 21:00,12,31,2009
Slidell,,SPHERE,LA,12/31/2009 21:00,12,31,2009
Mandeville,ORANGE,DISK,LA,12/31/2009 21:45,12,31,2009
Tomball,ORANGE,CIRCLE,TX,12/31/2009 22:00,12,31,2009
Aberdeen,,FORMATION,SD,12/31/2009 23:00,12,31,2009
Jackson,,LIGHT,WI,12/31/2009 23:15,12,31,2009
Lake Worth,,CIRCLE,FL,12/31/2009 23:15,12,31,2009
Livingston,YELLOW,,LA,12/31/2009 23:30,12,31,2009
St. Louis,,CIRCLE,MO,12/31/2009 23:30,12,31,2009
Covina,ORANGE,LIGHT,CA,12/31/2009 23:45,12,31,2009
Austin,,DISK,TX,12/31/2009 23:46,12,31,2009
El Cajon,,TRIANGLE,CA,12/31/2009 23:59,12,31,2009
Benton,GREEN,CIRCLE,AR,1/1/2010 0:00,1,1,2010
Bonita,RED,LIGHT,CA,1/1/2010 0:00,1,1,2010
El Cajon,RED,TRIANGLE,CA,1/1/2010 0:00,1,1,2010
El Cajon,RED,TRIANGLE,CA,1/1/2010 0:00,1,1,2010
Fresno,,LIGHT,CA,1/1/2010 0:00,1,1,2010
Grants Pass,RED,TRIANGLE,OR,1/1/2010 0:00,1,1,2010
Kirksville,,DISK,MO,1/1/2010 0:00,1,1,2010
La Mesa,RED,LIGHT,CA,1/1/2010 0:00,1,1,2010
Lemon Grove,RED,LIGHT,CA,1/1/2010 0:00,1,1,2010
Maricopa,,,AZ,1/1/2010 0:00,1,1,2010
Park City,,LIGHT,KY,1/1/2010 0:00,1,1,2010
St. Louis,,FIREBALL,MO,1/1/2010 0:00,1,1,2010
El Cajon,RED,FORMATION,CA,1/1/2010 0:01,1,1,2010
Spring Valley,RED,LIGHT,CA,1/1/2010 0:01,1,1,2010
Willow,RED ORANGE,FORMATION,AK,1/1/2010 0:01,1,1,2010
Antioch,,OTHER,CA,1/1/2010 0:03,1,1,2010
El Cajon,RED,LIGHT,CA,1/1/2010 0:03,1,1,2010
Naples,,SPHERE,FL,1/1/2010 0:04,1,1,2010
La Mesa,RED,TRIANGLE,CA,1/1/2010 0:10,1,1,2010
Mount Helix Park,RED,CIRCLE,CA,1/1/2010 0:10,1,1,2010
Anchorage,,LIGHT,AK,1/1/2010 0:20,1,1,2010
National City,RED,FORMATION,CA,1/1/2010 0:20,1,1,2010
Boca Raton,,FIREBALL,FL,1/1/2010 0:24,1,1,2010
Falcon,RED,DISK,CO,1/1/2010 0:24,1,1,2010
Crestview,,,FL,1/1/2010 0:25,1,1,2010
Aspen,,CHEVRON,CO,1/1/2010 0:30,1,1,2010
Walworth,RED,SPHERE,WI,1/1/2010 0:40,1,1,2010
Baker,ORANGE,,FL,1/1/2010 0:45,1,1,2010
San Diego,,SPHERE,CA,1/1/2010 1:00,1,1,2010
Van Alstyne,,,TX,1/1/2010 3:00,1,1,2010
Willow,RED,SPHERE,AK,1/1/2010 12:01,1,1,2010
San Diego,,TRIANGLE,CA,1/1/2010 12:02,1,1,2010
Haverhill,,TRIANGLE,MA,1/1/2010 13:00,1,1,2010
Pasadena,,TRIANGLE,CA,1/1/2010 17:20,1,1,2010
Albuquerque,,LIGHT,NM,1/1/2010 18:00,1,1,2010
Jasper,,SPHERE,FL,1/1/2010 18:30,1,1,2010
Bakersfield,,LIGHT,CA,1/1/2010 19:00,1,1,2010
Adairsville,RED,RECTANGLE,GA,1/1/2010 22:00,1,1,2010
Loon Mountain Ski Club,RED,CIRCLE,NH,1/1/2010 22:00,1,1,2010
