id,Year,Name,Position,HeightFeet,HeightInches,Weight,Arms,Hands,FortyYD,TwentyYD,TenYD,TwentySS,ThreeCone,Vertical,Broad,Bench,Round,College,Pick,PickRound,PickTotal,FirstName,LastName,HeightInchesTotal,Wonderlic
10872,2007,Chris Leak,QB,6,1,209,0,0,4.74,0,0,4.41,0,32.5,113,0,0,,,0,0,Chris,Leak,73,0
10927,2007,Ben Patrick,TE,6,3,252,0,0,4.74,0,0,4.31,0,34.5,111,0,7,Delaware,5(215),5,215,Ben,Patrick,75,0
11202,2006,Tim Day,TE,6,3,256,0,0,4.74,0,0,4.2,0,35,109,24,0,,,0,0,Tim,Day,75,0
11294,2005,Jovan Haye,DE,6,2,284,0,0,4.74,0,0,4.38,0,34,110,33,6,Vanderbilt,15(189),15,189,Jovan,Haye,74,0
11297,2005,Khari Long,DE,6,4,257,0,0,4.74,0,0,4.09,0,38.5,121,27,6,Baylor,25(199),25,199,Khari,Long,76,0
11344,2005,Aaron Francisco,FS,6,2,211,0,0,4.74,0,0,4.13,0,35,113,17,0,,,0,0,Aaron,Francisco,74,0
11491,2005,Billy Bajema,TE,6,5,261,0,0,4.74,0,0,4.3,0,31.5,113,16,7,Oklahoma State,35(249),35,249,Billy,Bajema,77,0
11574,2004,Gabe Nyenhuis,DE,6,3,269,0,0,4.74,0,0,4.03,0,39,124,25,0,,,0,0,Gabe,Nyenhuis,75,0
12143,2002,Kyle Johnson,FB,6,1,242,0,0,4.74,0,0,4.35,0,34,119,22,5,Syracuse,10(145),10,145,Kyle,Johnson,73,0
12165,2002,Jermaine Petty,ILB,6,3,261,0,0,4.74,0,0,4.34,0,33.5,114,20,0,,,0,0,Jermaine,Petty,75,0
12240,2002,Rohan Davey,QB,6,2,245,0,0,4.74,0,0,0,0,25.5,0,0,4,LSU,19(117),19,117,Rohan,Davey,74,17
12493,2001,Matt Stewart,OLB,6,4,236,0,0,4.74,0,0,4.2,0,37,117,23,4,Vanderbilt,7(102),7,102,Matt,Stewart,76,0
12525,2001,Sage Rosenfels,QB,6,5,228,0,0,4.74,0,0,4.29,0,34,107,0,4,Iowa State,14(109),14,109,Sage,Rosenfels,77,32
12550,2001,Randy Black,SS,6,1,205,0,0,4.74,0,0,4.2,0,35.5,115,0,0,,,0,0,Randy,Black,73,0
12781,2000,Giovanni Carmazzi,QB,6,3,224,0,0,4.74,0,0,4.23,0,36.5,119,0,3,Hofstra,3(65),3,65,Giovanni,Carmazzi,75,32
12999,1999,Bobbie Howard,ILB,5,10,232,0,0,4.74,0,0,4.48,0,30,110,16,0,,,0,0,Bobbie,Howard,70,0
13006,1999,Dat Nguyen,ILB,5,11,234,0,0,4.74,0,0,0,0,0,0,19,3,Texas A&M,24(85),24,85,Dat,Nguyen,71,0
13078,1999,Chike Okeafor,OLB,6,5,254,0,0,4.74,0,0,4.2,0,36.5,118,17,3,Purdue,28(89),28,89,Chike,Okeafor,77,0
13235,1999,Kenny Mitchell,WR,6,3,217,0,0,4.74,0,0,0,0,37,118,0,0,,,0,0,Kenny,Mitchell,75,0
13236,1999,Tywan Mitchell,WR,6,5,223,0,0,4.74,0,0,0,0,30.5,108,0,0,,,0,0,Tywan,Mitchell,77,0
14596,2014,Jace Amaro,TE,6,5,265,0,0,4.74,0,0,4.3,7.42,33,118,28,0,Texas Tech,0,0,0,Jace,Amaro,77,0
14721,2014,Anthony Hitchens,OLB,6,0,240,0,0,4.74,0,0,4.45,7.15,31.5,116,23,0,Iowa,0,0,0,Anthony,Hitchens,72,0
14748,2014,Christian Jones,ILB,6,3,240,0,0,4.74,0,0,0,0,33.5,115,0,0,Florida St.,0,0,0,Christian,Jones,75,0
8966,2013,Tank Carradine,DE,6,4,276,34.75,10.25,4.75,0,1.63,0,0,0,0,28,0,,,0,0,Tank,Carradine,76,0
9014,2013,Tony Jefferson,FS,5,11,213,31.625,9.25,4.75,0,1.61,0,0,0,0,16,0,,,0,0,Tony,Jefferson,71,0
9065,2013,Nico Johnson,OLB,6,2,248,33.25,9.25,4.75,0,0,0,0,0,0,0,4,Alabama,2(99),2,99,Nico,Johnson,74,0
9071,2013,Sean Porter,OLB,6,1,229,32.25,9.25,4.75,0,1.63,0,0,35,119,22,4,Texas A&M,21(118),21,118,Sean,Porter,73,0
9073,2013,Etienne Sabino,OLB,6,2,247,33,9.625,4.75,0,1.66,0,0,0,114,24,0,,,0,0,Etienne,Sabino,74,0
9155,2013,George Winn,RB,5,10,218,30.875,9.875,4.75,0,1.61,0,0,34.5,119,22,0,,,0,0,George,Winn,70,0
9182,2013,Dion Sims,TE,6,5,262,33.125,10.5,4.75,0,1.6,4.52,7.36,35,112,22,4,Michigan State,9(106),9,106,Dion,Sims,77,0
9577,2011,Christian Ballard,DE,6,4,283,33,10.125,4.75,0,0,4.51,0,31.5,111,0,4,Iowa,9(106),9,106,Christian,Ballard,76,0
9641,2011,Greg Jones,ILB,6,1,242,32,10,4.75,0,0,4.27,0,31.5,117,21,6,Michigan State,20(185),20,185,Greg,Jones,73,0
9684,2011,Mason Foster,OLB,6,1,245,31,9.625,4.75,0,0,4.45,0,31,110,22,3,Washington,20(84),20,84,Mason,Foster,73,0
9698,2011,D.J. Smith,OLB,5,11,239,32,9.75,4.75,0,0,4.45,0,31,104,20,6,Appalachian State,21(186),21,186,D.J.,Smith,71,0
9701,2011,K.J. Wright,OLB,6,3,246,34.875,9,4.75,0,0,4.46,0,32,120,20,4,Mississippi State,2(99),2,99,K.J.,Wright,75,0
9730,2011,Jerrod Johnson,QB,6,5,251,34.875,9.875,4.75,0,0,0,0,29,119,0,0,,,0,0,Jerrod,Johnson,77,0
9878,2010,Rahim Alem,DE,6,3,251,33.25,10.25,4.75,0,0,4.8,0,30.5,106,0,0,,,0,0,Rahim,Alem,75,0
9880,2010,Kevin Basped,DE,6,5,258,34.75,9.75,4.75,0,0,4.88,0,29,104,26,0,,,0,0,Kevin,Basped,77,0
9901,2010,Geno Atkins,DT,6,2,293,32,9.625,4.75,0,0,4.43,0,33,117,34,4,Georgia,22(120),22,120,Geno,Atkins,74,0
9906,2010,Earl Mitchell,DT,6,2,296,32.5,9.25,4.75,0,0,4.55,0,28.5,107,25,3,Arizona,17(81),17,81,Earl,Mitchell,74,0
9924,2010,Rashawn Jackson,FB,6,1,239,33,9.875,4.75,0,0,0,0,34.5,117,0,0,,,0,0,Rashawn,Jackson,73,0
9950,2010,Albert McClellan,ILB,6,1,247,33,9.75,4.75,0,0,4.21,0,36.5,119,26,0,,,0,0,Albert,McClellan,73,0
9986,2010,Rennie Curran,OLB,5,11,235,31.5,10.375,4.75,0,0,0,0,34.5,0,25,3,Georgia,33(97),33,97,Rennie,Curran,71,0
9998,2010,Koa Misi,OLB,6,3,251,32.5,9.875,4.75,0,0,4.27,0,38,127,0,2,Utah,8(40),8,40,Koa,Misi,75,0
10014,2010,Bruce Campbell,OT,6,7,314,36.25,10.5,4.75,0,0,4.69,0,32,101,34,4,Maryland,8(106),8,106,Bruce,Campbell,79,0
10241,2009,Darry Beckwith,ILB,6,1,234,0,0,4.75,0,0,4.5,0,26.5,110,23,0,,,0,0,Darry,Beckwith,73,0
10303,2009,Clint Sintim,OLB,6,3,256,0,0,4.75,0,0,4.4,0,34.5,119,0,2,Virginia,13(45),13,45,Clint,Sintim,75,0
10345,2009,JohnParker Wilson,QB,6,2,219,0,0,4.75,0,0,4.59,0,29.5,105,0,0,,,0,0,JohnParker,Wilson,74,0
10355,2009,Gartrell Johnson,RB,5,10,219,0,0,4.75,0,0,0,0,34,114,20,4,Colorado State,34(134),34,134,Gartrell,Johnson,70,0
10467,2008,Chris Long,DE,6,3,272,0,0,4.75,0,0,4.21,0,34,124,0,1,Virginia,2(2),2,2,Chris,Long,75,0
10471,2008,Jeremy Thompson,DE,6,5,264,0,0,4.75,0,0,4.23,0,32,117,25,4,Wake Forest,3(102),3,102,Jeremy,Thompson,77,0
10834,2007,Justin Hickman,OLB,6,2,254,0,0,4.75,0,0,4.43,0,29.5,115,23,0,,,0,0,Justin,Hickman,74,0
10866,2007,John Beck,QB,6,2,215,0,0,4.75,0,0,4.17,0,29.5,111,0,2,Brigham Young,8(40),8,40,John,Beck,74,30
10879,2007,Drew Stanton,QB,6,3,226,0,0,4.75,0,0,4.41,0,30.5,108,0,2,Michigan State,11(43),11,43,Drew,Stanton,75,35
10890,2007,Kenneth Darby,RB,5,11,211,0,0,4.75,0,0,4.53,0,30,108,19,7,Alabama,36(246),36,246,Kenneth,Darby,71,0
10897,2007,Tyrone Moss,RB,5,9,231,0,0,4.75,0,0,4.56,0,31,106,16,0,,,0,0,Tyrone,Moss,69,0
11002,2006,Elvis Dumervil,DE,6,1,257,0,0,4.75,0,0,0,0,0,0,30,4,Louisville,29(126),29,126,Elvis,Dumervil,73,0
11162,2006,Charlie Whitehurst,QB,6,5,223,0,0,4.75,0,0,4.12,0,33,112,0,3,Clemson,17(81),17,81,Charlie,Whitehurst,77,33
11302,2005,David Pollack,DE,6,2,265,0,0,4.75,0,0,3.94,0,37,120,25,1,Georgia,17(17),17,17,David,Pollack,74,0
11360,2005,Barrett Ruud,ILB,6,3,241,0,0,4.75,0,0,4,0,34.5,112,25,2,Nebraska,4(36),4,36,Barrett,Ruud,75,0
11395,2005,Jamar Enzor,OLB,6,1,243,0,0,4.75,0,0,0,0,0,0,21,0,,,0,0,Jamar,Enzor,73,0
11499,2005,Tony Jackson,TE,6,2,266,0,0,4.75,0,0,4.52,0,33,113,23,6,Iowa,22(196),22,196,Tony,Jackson,74,0
11502,2005,Bo Scaife,TE,6,3,249,0,0,4.75,0,0,4.14,0,32.5,114,24,6,Texas,5(179),5,179,Bo,Scaife,75,0
11503,2005,Alex Smith,TE,6,4,258,0,0,4.75,0,0,0,0,0,0,28,3,Utah,1(1),1,1,Alex,Smith,76,0
11573,2004,Nautyn McKay-Loescher,DE,6,2,260,0,0,4.75,0,0,0,0,0,0,0,0,,,0,0,Nautyn,McKay-Loescher,74,0
11576,2004,Uyi Osunde,DE,6,3,252,0,0,4.75,0,0,0,0,0,0,33,0,,,0,0,Uyi,Osunde,75,0
11638,2004,Richard Seigler,ILB,6,2,243,0,0,4.75,0,0,0,0,0,0,25,4,Oregon State,31(127),31,127,Richard,Seigler,74,0
11728,2004,Ben Roethlisberger,QB,6,5,241,0,0,4.75,0,0,0,0,0,0,0,1,Miami (OH),11(11),11,11,Ben,Roethlisberger,77,25
11736,2004,Cedric Cobbs,RB,6,1,223,0,0,4.75,0,0,0,0,40,123,0,4,Arkansas,32(128),32,128,Cedric,Cobbs,73,0
11847,2003,Chris Kelsay,DE,6,5,273,0,0,4.75,0,0,0,0,36.5,121,23,2,Nebraska,16(48),16,48,Chris,Kelsay,77,0
11886,2003,Tom Lopienski,FB,6,1,246,0,0,4.75,0,0,4.24,0,34,111,24,0,,,0,0,Tom,Lopienski,73,0
11904,2003,Lance Briggs,ILB,6,1,242,0,0,4.75,0,0,0,0,33,113,25,3,Arizona,4(68),4,68,Lance,Briggs,73,0
11911,2003,Gerald Hayes,ILB,6,1,238,0,0,4.75,0,0,4.35,0,30.5,107,0,3,Pittsburgh,6(70),6,70,Gerald,Hayes,73,0
12138,2002,Kori Dickerson,FB,6,4,240,0,0,4.75,0,0,4.51,0,34,116,22,0,,,0,0,Kori,Dickerson,76,0
12314,2002,Justin Peelle,TE,6,5,255,0,0,4.75,0,0,4.29,0,29,110,21,4,Oregon,5(103),5,103,Justin,Peelle,77,0
12391,2001,Karon Riley,DE,6,3,264,0,0,4.75,0,0,0,0,0,0,0,4,Minnesota,8(103),8,103,Karon,Riley,75,0
12392,2001,Aaron Schobel,DE,6,4,263,0,0,4.75,0,0,4.03,0,38,119,0,2,TCU,15(46),15,46,Aaron,Schobel,76,0
12397,2001,Kyle Vanden Bosch,DE,6,4,270,0,0,4.75,0,0,4.08,0,36.5,119,26,2,Nebraska,3(34),3,34,Kyle,Vanden,76,0
12442,2001,Brandon Spoon,ILB,6,3,245,0,0,4.75,0,0,4.15,0,35.5,110,33,4,North Carolina,15(110),15,110,Brandon,Spoon,75,0
12568,2001,Arther Love,TE,6,4,236,0,0,4.75,0,0,0,0,36,0,24,6,South Carolina State,17(180),17,180,Arther,Love,76,0
12575,2001,Mike Roberg,TE,6,5,256,0,0,4.75,0,0,4.4,0,34.5,117,16,7,Idaho,27(227),27,227,Mike,Roberg,77,0
12650,2000,Erik Flowers,DE,6,4,271,0,0,4.75,0,0,4.15,0,33,114,24,1,Arizona State,26(26),26,26,Erik,Flowers,76,0
12705,2000,Danny Clark,ILB,6,2,245,0,0,4.75,0,0,0,0,0,0,20,7,Illinois,39(245),39,245,Danny,Clark,74,0
12751,2000,DaShon Polk,OLB,6,2,233,0,0,4.75,0,0,4.45,0,32,111,18,7,Arizona,45(251),45,251,DaShon,Polk,74,0
12752,2000,Sekou Sanyika,OLB,6,3,241,0,0,4.75,0,0,4.38,0,32.5,111,21,7,California,9(215),9,215,Sekou,Sanyika,75,0
12842,2000,Jay Tant,TE,6,3,255,0,0,4.75,0,0,0,0,0,0,31,5,Northwestern,35(164),35,164,Jay,Tant,75,0
13084,1999,Gary Stills,OLB,6,2,238,0,0,4.75,0,0,4.28,0,31.5,116,23,3,West Virginia,14(75),14,75,Gary,Stills,74,0
13128,1999,Scott Dreisbach,QB,6,3,216,0,0,4.75,0,0,4.27,0,33,112,0,0,,,0,0,Scott,Dreisbach,75,20
14685,2014,Timothy Flanders,RB,5,9,207,0,0,4.75,0,0,0,7.07,32,113,20,0,Sam Houston St.,0,0,0,Timothy,Flanders,69,0
9063,2013,Devonte Holloman,OLB,6,1,243,32.5,10,4.76,0,1.62,4.26,7.3,33,113,15,6,South Carolina,17(185),17,185,Devonte,Holloman,73,0
9151,2013,Stepfan Taylor,RB,5,9.125,214,30.125,8.625,4.76,0,1.64,4.5,7.13,30,110,17,5,Stanford,7(140),7,140,Stepfan,Taylor,69.125,0
9170,2013,Zach Ertz,TE,6,5,249,31.75,9.75,4.76,0,1.62,4.47,7.08,30.5,111,24,2,Stanford,3(35),3,35,Zach,Ertz,77,0
9416,2012,Chandler Harnish,QB,6,1,219,32.375,9.25,4.76,0,0,4.15,6.78,32.5,112,0,7,Northern Illinois,46(253),46,253,Chandler,Harnish,73,0
9454,2012,Marc Tyler,RB,5,11,219,0,0,4.76,0,0,0,0,30,110,19,0,,,0,0,Marc,Tyler,71,0
9481,2012,DeAngelo Peterson,TE,6,3,243,0,0,4.76,0,0,0,7.19,36,121,18,0,,,0,0,DeAngelo,Peterson,75,0
9983,2010,Justin Cole,OLB,6,3,242,33.625,9.875,4.76,0,0,4.42,0,34.5,117,22,0,,,0,0,Justin,Cole,75,0
10005,2010,Adrian Tracy,OLB,6,3,248,33.5,9.5,4.76,0,0,4.34,0,35.5,110,20,6,William & Mary,15(184),15,184,Adrian,Tracy,75,0
10035,2010,Jimmy Clausen,QB,6,2,222,30.75,9,4.76,0,0,0,0,0,0,0,2,Notre Dame,16(48),16,48,Jimmy,Clausen,74,23
10245,2009,James Laurinaitis,ILB,6,2,244,0,0,4.76,0,0,4.24,0,33,115,22,2,Ohio State,3(35),3,35,James,Laurinaitis,74,0
10285,2009,Cody Brown,OLB,6,2,244,0,0,4.76,0,0,4.4,0,36.5,120,26,2,Connecticut,31(63),31,63,Cody,Brown,74,0
10286,2009,Victor Butler,OLB,6,2,248,0,0,4.76,0,0,4.4,0,33,113,24,4,Oregon State,10(110),10,110,Victor,Butler,74,0
10301,2009,Tyrone McKenzie,OLB,6,2,243,0,0,4.76,0,0,0,0,0,112,27,3,South Florida,33(97),33,97,Tyrone,McKenzie,74,0
10465,2008,Jason Jones,DE,6,5,273,0,0,4.76,0,0,4.32,0,25.5,123,18,2,Eastern Michigan,23(54),23,54,Jason,Jones,77,0
10515,2008,Philip Wheeler,ILB,6,2,248,0,0,4.76,0,0,4.29,0,31,118,24,3,Georgia Tech,30(93),30,93,Philip,Wheeler,74,0
10544,2008,Larry Grant,OLB,6,1,235,0,0,4.76,0,0,4.22,0,31.5,113,20,7,Ohio State,7(214),7,214,Larry,Grant,73,0
10867,2007,Trent Edwards,QB,6,4,231,0,0,4.76,0,0,4.46,0,0,0,19,3,Stanford,28(92),28,92,Trent,Edwards,76,31
11012,2006,Jeremy Mincey,DE,6,4,259,0,0,4.76,0,0,4.25,0,33.5,116,27,6,Florida,22(191),22,191,Jeremy,Mincey,76,0
11043,2006,David Kirtman,FB,6,1,233,0,0,4.76,0,0,4.32,0,29.5,106,0,5,USC,30(163),30,163,David,Kirtman,73,0
11063,2006,Abdul Hodge,ILB,6,1,236,0,0,4.76,0,0,4.35,0,31,108,0,3,Iowa,3(67),3,67,Abdul,Hodge,73,0
11070,2006,Dale Robinson,ILB,6,1,231,0,0,4.76,0,0,4.33,0,33,108,18,0,,,0,0,Dale,Robinson,73,0
11098,2006,Keith Ellison,OLB,6,2,235,0,0,4.76,0,0,4.16,0,32.5,115,24,6,Oregon State,9(178),9,178,Keith,Ellison,74,0
11100,2006,Chad Greenway,OLB,6,3,242,0,0,4.76,0,0,4.22,0,33.5,117,16,1,Iowa,17(17),17,17,Chad,Greenway,75,0
11114,2006,Anthony Trucks,OLB,6,1,233,0,0,4.76,0,0,4.21,0,37,125,22,0,,,0,0,Anthony,Trucks,73,0
11140,2006,Brett Basanez,QB,6,1,220,0,0,4.76,0,0,4.23,0,34,114,0,0,,,0,0,Brett,Basanez,73,0
11633,2004,Rod Davis,ILB,6,2,238,0,0,4.76,0,0,4.03,0,0,114,0,5,Southern Miss,23(155),23,155,Rod,Davis,74,0
11801,2004,James Newson,WR,6,1,213,0,0,4.76,0,0,0,0,31.5,116,0,0,,,0,0,James,Newson,73,0
11859,2003,DeWayne White,DE,6,2,273,0,0,4.76,0,0,4.32,0,33,112,22,2,Louisville,32(64),32,64,DeWayne,White,74,0
11910,2003,Byron Hardmon,ILB,6,1,232,0,0,4.76,0,0,4.41,0,32.5,115,17,0,,,0,0,Byron,Hardmon,73,0
12027,2003,Thomas Wright,SS,6,2,201,0,0,4.76,0,0,4.41,0,36,114,13,0,,,0,0,Thomas,Wright,74,0
12265,2002,Ennis Haywood,RB,5,10,218,0,0,4.76,0,0,4.14,0,35,112,12,0,,,0,0,Ennis,Haywood,70,0
12309,2002,Chris Luzar,TE,6,7,270,0,0,4.76,0,0,4.17,0,32.5,115,22,4,Virginia,20(118),20,118,Chris,Luzar,79,0
12441,2001,Carlos Polk,ILB,6,2,251,0,0,4.76,0,0,0,0,0,0,0,4,Nebraska,17(112),17,112,Carlos,Polk,74,0
12534,2001,Corey Crume,RB,5,11,225,0,0,4.76,0,0,4.32,0,37,0,15,0,,,0,0,Corey,Crume,71,0
12559,2001,Billy Baber,TE,6,4,255,0,0,4.76,0,0,4.19,0,33,106,22,5,Virginia,10(141),10,141,Billy,Baber,76,0
12562,2001,Alge Crumpler,TE,6,3,266,0,0,4.76,0,0,4.43,0,34,112,22,2,North Carolina,4(35),4,35,Alge,Crumpler,75,0
12594,2001,David Martin,WR,6,4,242,0,0,4.76,0,0,0,0,37,127,0,6,Tennessee,35(198),35,198,David,Martin,76,0
12649,2000,Aaron Fields,DE,6,4,243,0,0,4.76,0,0,4.56,0,34,115,22,0,,,0,0,Aaron,Fields,76,0
13000,1999,Matt Hughes,ILB,6,3,251,0,0,4.76,0,0,4.33,0,31,111,14,0,,,0,0,Matt,Hughes,75,0
13008,1999,Brian Rogers,ILB,6,2,239,0,0,4.76,0,0,4.39,0,36,109,19,0,,,0,0,Brian,Rogers,74,0
13066,1999,Lamont Green,OLB,6,3,226,0,0,4.76,0,0,4.48,0,33,114,18,0,,,0,0,Lamont,Green,75,0
14622,2014,Carl  Bradford,OLB,6,1,250,0,0,4.76,0,0,4.3,7.25,37.5,122,23,0,Arizona State,0,0,0,Carl ,Bradford,73,0
14684,2014,C.J. Fiedorowicz,TE,6,5,265,0,0,4.76,0,0,4.26,7.1,31.5,116,25,0,Iowa,0,0,0,C.J.,Fiedorowicz,77,0
14781,2014,Jordan Lynch,QB,6,0,217,0,0,4.76,0,0,4.2,6.55,29.5,109,0,0,Northern Illinois,0,0,0,Jordan,Lynch,72,0
14926,2014,Jordan Zumwalt,ILB,6,4,235,0,0,4.76,0,0,4.25,6.99,33,116,0,0,UCLA,0,0,0,Jordan,Zumwalt,76,0
9141,2013,Zach Line,RB,6,0,232,30.75,8.75,4.77,0,0,0,0,30.5,111,26,0,,,0,0,Zach,Line,72,0
9361,2012,Darius Fleming,OLB,6,1,245,33,9.375,4.77,0,0,4.28,7.03,33,114,27,5,Notre Dame,30(165),30,165,Darius,Fleming,73,0
9538,2012,DAnton Lynn,CB,6,0,206,0,0,4.77,0,0,0,0,31,111,17,0,,,0,0,DAnton,Lynn,72,0
9689,2011,Jeremiha Hunter,OLB,6,1,239,32,9.75,4.77,0,0,0,0,31.5,116,20,0,,,0,0,Jeremiha,Hunter,73,0
9745,2011,Matt Asiata,RB,5,11,229,30.125,9.5,4.77,0,0,4.37,0,30,104,22,0,,,0,0,Matt,Asiata,71,0
9792,2011,Daniel Hardy,TE,6,4,249,31.75,10,4.77,0,0,0,0,0,0,18,7,Idaho,35(238),35,238,Daniel,Hardy,76,0
9891,2010,Derrick Morgan,DE,6,3,266,34.5,9.75,4.77,0,0,4.43,0,34,112,0,1,Georgia Tech,16(16),16,16,Derrick,Morgan,75,0
9989,2010,Junior Galette,OLB,6,2,257,33,9,4.77,0,0,4.16,7.04,33.5,113,25,0,,,0,0,Junior,Galette,74,0
10097,2010,Michael Hoomanawanui,TE,6,4,264,33,10.125,4.77,0,0,0,0,0,0,25,0,,,0,0,Michael,Hoomanawanui,76,0
10171,2009,Robert Ayers,DE,6,3,272,0,0,4.77,0,0,4.51,0,29.5,102,18,1,Tennessee,18(18),18,18,Robert,Ayers,75,0
10558,2008,Nick Watkins,OLB,6,1,223,0,0,4.77,0,0,4.72,0,25,108,17,0,,,0,0,Nick,Watkins,73,0
10728,2007,Dan Bazuin,DE,6,3,266,0,0,4.77,0,0,4.75,0,30,109,25,2,Central Michigan,30(62),30,62,Dan,Bazuin,75,0
10734,2007,Victor DeGrate,DE,6,3,249,0,0,4.77,0,0,0,0,0,0,19,0,,,0,0,Victor,DeGrate,75,0
10830,2007,Quinton Culberson,OLB,6,1,236,0,0,4.77,0,0,0,0,29.5,113,18,0,,,0,0,Quinton,Culberson,73,0
10832,2007,KaMichael Hall,OLB,6,1,228,0,0,4.77,0,0,4.62,0,33,111,0,0,,,0,0,KaMichael,Hall,73,0
10837,2007,Sam Olajubutu,OLB,5,9,227,0,0,4.77,0,0,4.34,0,34.5,118,24,0,,,0,0,Sam,Olajubutu,69,0
10892,2007,Nate Ilaoa,RB,5,9,245,0,0,4.77,0,0,4.42,0,30,103,25,7,Hawaii,26(236),26,236,Nate,Ilaoa,69,0
10900,2007,Gary Russell,RB,5,11,229,0,0,4.77,0,0,4.54,0,31.5,113,9,0,,,0,0,Gary,Russell,71,0
11143,2006,Jay Cutler,QB,6,3,226,0,0,4.77,0,0,4.31,0,0,0,0,1,Vanderbilt,11(11),11,11,Jay,Cutler,75,26
11212,2006,Quinn Sypniewski,TE,6,7,268,0,0,4.77,0,0,4.54,0,32.5,114,20,5,Colorado,33(166),33,166,Quinn,Sypniewski,79,0
11622,2004,Daryl Dixon,FS,5,10,195,0,0,4.77,0,0,0,0,35.5,118,15,0,,,0,0,Daryl,Dixon,70,0
11994,2003,Kliff Kingsbury,QB,6,4,213,0,0,4.77,0,0,4.1,0,30,101,0,6,Texas Tech,28(201),28,201,Kliff,Kingsbury,76,31
12100,2002,Lonnie Ford,DE,6,3,261,0,0,4.77,0,0,4.28,0,37.5,112,22,0,,,0,0,Lonnie,Ford,75,0
12159,2002,Andra Davis,ILB,6,1,244,0,0,4.77,0,0,0,0,31.5,112,20,5,Florida,6(141),6,141,Andra,Davis,73,0
12242,2002,Randy Fasani,QB,6,4,224,0,0,4.77,0,0,3.87,0,31.5,106,0,5,Stanford,2(137),2,137,Randy,Fasani,76,25
12306,2002,Keith Heinrich,TE,6,6,255,0,0,4.77,0,0,4.1,0,35,120,21,6,Sam Houston State,2(174),2,174,Keith,Heinrich,78,0
12313,2002,John Owens,TE,6,3,265,0,0,4.77,0,0,0,0,38.5,117,21,5,Notre Dame,3(138),3,138,John,Owens,75,0
12440,2001,Alex Lincoln,ILB,6,1,251,0,0,4.77,0,0,0,0,35,111,22,7,Auburn,9(209),9,209,Alex,Lincoln,73,0
12484,2001,Patrick Chukwurah,OLB,6,2,238,0,0,4.77,0,0,4.21,0,40,119,24,5,Wyoming,26(157),26,157,Patrick,Chukwurah,74,0
12709,2000,Rob Morris,ILB,6,2,250,0,0,4.77,0,0,4.17,0,33,113,18,1,Brigham Young,28(28),28,28,Rob,Morris,74,0
12917,1999,Lamar King,DE,6,3,299,0,0,4.77,0,0,4.28,0,30,108,22,1,Saginaw Valley,22(22),22,22,Lamar,King,75,0
12919,1999,Arnold Miller,DE,6,4,240,0,0,4.77,0,0,4.12,0,33.5,120,12,0,,,0,0,Arnold,Miller,76,0
12941,1999,Dan Falcon,DT,6,2,274,0,0,4.77,0,0,4.19,0,33,113,23,0,,,0,0,Dan,Falcon,74,0
12977,1999,Rashard Cook,FS,5,11,197,0,0,4.77,0,0,4.3,0,36,122,13,6,USC,15(184),15,184,Rashard,Cook,71,0
12994,1999,Tony DAmato,ILB,5,11,240,0,0,4.77,0,0,4.4,0,30,106,34,0,,,0,0,Tony,DAmato,71,0
13133,1999,Shaun King,QB,6,1,221,0,0,4.77,0,0,4.29,0,33,113,0,2,Tulane,19(50),19,50,Shaun,King,73,25
13218,1999,Shawn Foreman,WR,6,1,212,0,0,4.77,0,0,4.41,0,32,112,0,0,,,0,0,Shawn,Foreman,73,0
14643,2014,Will Clarke,DE,6,6,271,0,0,4.77,0,0,0,7.26,32,112,22,0,West Virginia,0,0,0,Will,Clarke,78,0
14659,2014,Anthony Denham,TE,6,4,235,0,0,4.77,0,0,0,0,32.5,0,0,0,Utah,0,0,0,Anthony,Denham,76,0
14752,2014,Reggie Jordan,TE,6,3,240,0,0,4.77,0,0,4.3,7.22,30,116,24,0,Missouri Western,0,0,0,Reggie,Jordan,75,0
14760,2014,Jarvis Landry,WR,5,11,205,0,0,4.77,0,0,0,0,28.5,110,12,0,LSU,0,0,0,Jarvis,Landry,71,0
8965,2013,Mike Buchanan,DE,6,5.125,255,34,9.875,4.78,0,1.59,4.44,6.91,33,113,22,0,,,0,0,Mike,Buchanan,77.125,0
9034,2013,Tom Wort,ILB,6,0,235,31,8.75,4.78,0,1.66,4.51,7.41,31.5,111,21,0,,,0,0,Tom,Wort,72,0
9062,2013,Gerald Hodges,OLB,6,1,243,32,9,4.78,0,1.67,0,0,0,119,22,4,Penn State,23(120),23,120,Gerald,Hodges,73,0
9106,2013,Colby Cameron,QB,6,2,212,32,9,4.78,0,1.64,4.28,6.98,30.5,112,0,0,,,0,0,Colby,Cameron,74,0
9111,2013,Collin Klein,QB,6,5,226,32,9.25,4.78,0,1.64,4.4,7.17,29,111,0,0,,,0,0,Collin,Klein,77,0
9258,2012,Quinton Coples,DE,6,6,284,33.25,10.25,4.78,2.69,1.63,4.78,7.57,31.5,109,25,1,North Carolina,16(16),16,16,Quinton,Coples,78,0
9376,2012,Nathan Stupar,OLB,6,1,241,0,0,4.78,0,0,4.28,6.84,31,116,21,7,Penn State,23(230),23,230,Nathan,Stupar,73,0
9415,2012,Tyler Hansen,QB,6,0,222,0,0,4.78,0,0,0,0,0,113,0,0,,,0,0,Tyler,Hansen,72,0
